[[2024-03-07 05:24:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:25:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:25:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:25:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:25:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:25:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:26:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:26:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:26:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:26:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:26:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:26:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:27:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:27:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:27:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -77 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:27:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -77 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:27:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:27:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:28:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:28:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:28:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:28:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:28:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:28:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:29:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:29:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:29:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:29:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:29:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:30:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:30:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:30:23]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:30:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:30:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:30:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:31:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:31:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:31:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:31:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:31:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:31:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:32:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:32:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:32:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:32:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:32:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:33:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:33:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:33:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:33:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:33:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:33:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:34:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:34:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:34:25]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:34:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:34:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:34:56]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:35:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:35:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:35:27]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:35:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:35:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:36:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:36:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:36:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:36:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:36:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:36:54]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:37:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:37:15]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:37:25]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:37:36]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:37:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:37:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:38:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:38:18]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:38:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:38:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:38:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:38:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:39:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:39:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:39:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:39:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:39:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:40:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:40:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:40:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:40:33]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:40:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:40:54]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:41:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:41:15]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:41:25]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:41:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:41:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:41:56]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:42:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:42:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:42:27]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:42:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:42:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:42:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:43:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:43:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:43:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:43:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:43:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:44:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:44:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:44:23]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:44:33]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:44:44]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:44:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:45:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:45:15]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:45:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:45:36]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:45:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:45:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:46:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:46:18]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:46:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:46:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -66 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:46:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:47:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -66 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:47:10]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:47:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:47:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:47:42]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:47:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:48:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:48:13]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:48:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:48:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:48:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:48:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:49:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:49:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:49:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:49:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:49:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:49:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:50:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:50:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:50:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:50:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:50:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:51:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:51:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:51:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 05:51:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
